Phil Lord,"['tt0844471', 'tt1490017', 'tt1490017', 'tt1985966']",[]
Christopher Miller,"['tt0844471', 'tt1490017', 'tt1490017', 'tt1985966']",[]
Judi Barrett,"['tt0844471', 'tt1985966']",[]
Ron Barrett,"['tt0844471', 'tt1985966']",[]
Rob Greenberg,['tt0844471'],[]
Brian Lynch,['tt2293640'],[]
Larry Cohen,"['tt0183649', 'tt0337921']",[]
Alex Garland,"['tt0289043', 'tt1343727', 'tt1334260', 'tt0470752', 'tt0163978']",[]
Ed Decter,"['tt0129387', 'tt0129387']",[]
John J. Strauss,"['tt0129387', 'tt0129387']",[]
Peter Farrelly,"['tt0129387', 'tt2096672', 'tt0480687', 'tt0109686']",[]
